,SYMBOL,SERIES,OPEN_day2cm,HIGH_day2cm,LOW_day2cm,CLOSE_day2cm,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP_day2cm,TOTALTRADES,ISIN,INSTRUMENT,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN_day2fo,HIGH_day2fo,LOW_day2fo,CLOSE_day2fo,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP_day2fo,ACTUAL BASIS,ACTUAL BASIS %,DAYS TO EXPIRE,FV
3828,BHARTIARTL,EQ,333.0,342.15,317.1,339.2,340.0,336.55,3040002.0,1019353066.1,2015-11-06,38577.0,INE397D01024,FUTSTK,2016-01-28,0.0,XX,330.0,345.0,325.35,343.0,343.0,8.0,32.47,12000.0,1200.0,2015-11-06,0.0110787172012,1.10787172012,83,344.625782902
3979,BHEL,EQ,194.0,196.8,184.1,191.45,192.0,194.4,9932336.0,1893553281.15,2015-11-06,91045.0,INE257A01026,FUTSTK,2015-11-26,0.0,XX,192.3,196.5,183.6,191.85,191.85,16398.0,62293.75,21076000.0,-342000.0,2015-11-06,0.00208496221006,0.208496221006,20,192.183489568
3980,BHEL,EQ,194.0,196.8,184.1,191.45,192.0,194.4,9932336.0,1893553281.15,2015-11-06,91045.0,INE257A01026,FUTSTK,2015-12-31,0.0,XX,192.75,195.0,183.0,191.2,191.2,392.0,1482.6,958000.0,118000.0,2015-11-06,-0.00130753138075,-0.130753138075,55,193.473864758
3981,BHEL,EQ,194.0,196.8,184.1,191.45,192.0,194.4,9932336.0,1893553281.15,2015-11-06,91045.0,INE257A01026,FUTSTK,2016-01-28,0.0,XX,191.2,191.6,184.2,191.6,191.6,26.0,98.56,88000.0,10000.0,2015-11-06,0.000782881002088,0.0782881002088,83,194.512400167
4095,BIOCON,EQ,441.0,443.0,436.15,441.85,443.0,441.8,163659.0,72113121.65,2015-11-06,3414.0,INE376G01013,FUTSTK,2015-11-26,0.0,XX,441.55,443.95,436.75,442.5,442.5,707.0,3429.53,2807200.0,24200.0,2015-11-06,0.00146892655367,0.146892655367,20,443.542830325
4096,BIOCON,EQ,441.0,443.0,436.15,441.85,443.0,441.8,163659.0,72113121.65,2015-11-06,3414.0,INE376G01013,FUTSTK,2015-12-31,0.0,XX,443.6,446.0,438.55,445.2,445.2,69.0,336.62,117700.0,52800.0,2015-11-06,0.00752470799641,0.752470799641,55,446.520904379
4097,BIOCON,EQ,441.0,443.0,436.15,441.85,443.0,441.8,163659.0,72113121.65,2015-11-06,3414.0,INE376G01013,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,460.1,449.3,0.0,0.0,0.0,0.0,2015-11-06,0.0165813487647,1.65813487647,83,448.917754055
4286,BOSCHLTD,EQ,19900.0,20185.1,19273.0,19365.25,19278.0,19892.6,45837.0,899058199.35,2015-11-06,15419.0,INE323A01026,FUTSTK,2015-11-26,0.0,XX,19954.1,20280.0,19368.0,19458.9,19458.9,3769.0,18580.34,121600.0,5650.0,2015-11-06,0.00481270780979,0.481270780979,20,19439.4427859
4287,BOSCHLTD,EQ,19900.0,20185.1,19273.0,19365.25,19278.0,19892.6,45837.0,899058199.35,2015-11-06,15419.0,INE323A01026,FUTSTK,2015-12-31,0.0,XX,20269.0,20269.25,19495.1,19513.5,19513.5,32.0,157.85,1075.0,75.0,2015-11-06,0.00759730443027,0.759730443027,55,19569.9647924
4288,BOSCHLTD,EQ,19900.0,20185.1,19273.0,19365.25,19278.0,19892.6,45837.0,899058199.35,2015-11-06,15419.0,INE323A01026,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,21458.15,19691.65,0.0,0.0,0.0,0.0,2015-11-06,0.0165755535976,1.65755535976,83,19675.0130965
4753,BPCL,EQ,891.7,899.5,887.95,896.1,895.0,889.0,701347.0,627694566.55,2015-11-06,37970.0,INE029A01011,FUTSTK,2015-11-26,0.0,XX,892.15,901.0,891.0,897.85,897.85,2196.0,11813.28,5051400.0,-94200.0,2015-11-06,0.00194910062928,0.194910062928,20,899.53316794
4754,BPCL,EQ,891.7,899.5,887.95,896.1,895.0,889.0,701347.0,627694566.55,2015-11-06,37970.0,INE029A01011,FUTSTK,2015-12-31,0.0,XX,901.0,905.0,898.0,901.25,901.25,19.0,102.72,33000.0,1200.0,2015-11-06,0.00571428571429,0.571428571429,55,905.572892189
4755,BPCL,EQ,891.7,899.5,887.95,896.1,895.0,889.0,701347.0,627694566.55,2015-11-06,37970.0,INE029A01011,FUTSTK,2016-01-28,0.0,XX,905.0,906.0,901.45,903.75,903.75,3.0,16.27,1800.0,1800.0,2015-11-06,0.00846473029046,0.846473029046,83,910.433856305
4939,BRITANNIA,EQ,3190.0,3223.55,3085.5,3130.0,3160.75,3178.8,124278.0,393470787.95,2015-11-06,8730.0,INE216A01022,FUTSTK,2015-11-26,0.0,XX,3200.0,3237.05,3101.6,3145.75,3145.75,1555.0,9883.92,1316000.0,15800.0,2015-11-06,0.00500675514583,0.500675514583,20,3141.99175946
4940,BRITANNIA,EQ,3190.0,3223.55,3085.5,3130.0,3160.75,3178.8,124278.0,393470787.95,2015-11-06,8730.0,INE216A01022,FUTSTK,2015-12-31,0.0,XX,3232.0,3232.0,3150.4,3174.2,3174.2,11.0,69.85,3000.0,0.0,2015-11-06,0.0139247684456,1.39247684456,55,3163.08799526
4941,BRITANNIA,EQ,3190.0,3223.55,3085.5,3130.0,3160.75,3178.8,124278.0,393470787.95,2015-11-06,8730.0,INE216A01022,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,3249.35,3182.75,0.0,0.0,0.0,0.0,2015-11-06,0.016573717697,1.6573717697,83,3180.0669236
5173,CADILAHC,EQ,432.0,432.65,407.7,411.3,411.0,429.4,1755792.0,725372066.75,2015-11-06,37960.0,INE010B01027,FUTSTK,2015-11-26,0.0,XX,431.95,433.45,409.9,413.35,413.35,983.0,6139.66,1963500.0,54000.0,2015-11-06,0.00495947744043,0.495947744043,20,412.875786155
5174,CADILAHC,EQ,432.0,432.65,407.7,411.3,411.0,429.4,1755792.0,725372066.75,2015-11-06,37960.0,INE010B01027,FUTSTK,2015-12-31,0.0,XX,427.05,427.05,413.9,414.85,414.85,7.0,43.97,67500.0,3000.0,2015-11-06,0.00855730987104,0.855730987104,55,415.647952859
5175,CADILAHC,EQ,432.0,432.65,407.7,411.3,411.0,429.4,1755792.0,725372066.75,2015-11-06,37960.0,INE010B01027,FUTSTK,2016-01-28,0.0,XX,427.0,427.0,418.2,418.2,418.25,3.0,18.95,6000.0,3000.0,2015-11-06,0.0166168559474,1.66168559474,83,417.879081685
5308,CAIRN,EQ,150.5,152.3,149.15,150.8,151.15,150.35,2193764.0,330735561.25,2015-11-06,25047.0,INE910H01017,FUTSTK,2015-11-26,0.0,XX,151.15,152.8,149.55,151.25,151.25,817.0,3711.4,8448000.0,9000.0,2015-11-06,0.00297520661157,0.297520661157,20,151.377749945
5309,CAIRN,EQ,150.5,152.3,149.15,150.8,151.15,150.35,2193764.0,330735561.25,2015-11-06,25047.0,INE910H01017,FUTSTK,2015-12-31,0.0,XX,151.35,152.25,150.95,152.25,152.5,7.0,31.81,132000.0,6000.0,2015-11-06,0.0111475409836,1.11475409836,55,152.394143669
5310,CAIRN,EQ,150.5,152.3,149.15,150.8,151.15,150.35,2193764.0,330735561.25,2015-11-06,25047.0,INE910H01017,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,156.75,153.35,0.0,0.0,0.0,0.0,2015-11-06,0.0166286273231,1.66286273231,83,153.212169993
5467,CANBK,EQ,269.95,277.65,268.55,274.95,275.9,269.95,2479889.0,679908090.15,2015-11-06,30179.0,INE476A01014,FUTSTK,2015-11-26,0.0,XX,273.5,278.7,269.7,276.5,276.5,5646.0,31071.49,9590000.0,-280000.0,2015-11-06,0.00560578661844,0.560578661844,20,276.003397528
5468,CANBK,EQ,269.95,277.65,268.55,274.95,275.9,269.95,2479889.0,679908090.15,2015-11-06,30179.0,INE476A01014,FUTSTK,2015-12-31,0.0,XX,274.0,279.3,270.8,277.2,277.2,88.0,485.37,204000.0,10000.0,2015-11-06,0.00811688311688,0.811688311688,55,277.856563673
5469,CANBK,EQ,269.95,277.65,268.55,274.95,275.9,269.95,2479889.0,679908090.15,2015-11-06,30179.0,INE476A01014,FUTSTK,2016-01-28,0.0,XX,275.0,275.0,275.0,275.0,279.6,1.0,5.5,6000.0,2000.0,2015-11-06,0.0166309012876,1.66309012876,83,279.348051324
5613,CASTROLIND,EQ,452.0,454.0,442.15,445.1,445.0,454.05,196480.0,87508576.4,2015-11-06,4643.0,INE172A01027,FUTSTK,2015-11-26,0.0,XX,450.55,454.95,443.1,446.3,446.3,278.0,1368.27,1288100.0,-11000.0,2015-11-06,0.00268877436702,0.268877436702,20,446.805281832
5614,CASTROLIND,EQ,452.0,454.0,442.15,445.1,445.0,454.05,196480.0,87508576.4,2015-11-06,4643.0,INE172A01027,FUTSTK,2015-12-31,0.0,XX,0.0,0.0,0.0,460.1,450.1,0.0,0.0,6600.0,0.0,2015-11-06,0.0111086425239,1.11086425239,55,449.805260923
5615,CASTROLIND,EQ,452.0,454.0,442.15,445.1,445.0,454.05,196480.0,87508576.4,2015-11-06,4643.0,INE172A01027,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,467.8,452.6,0.0,0.0,0.0,0.0,2015-11-06,0.0165709235528,1.65709235528,83,452.219740477
5787,CEATLTD,EQ,1026.35,1045.0,995.0,1014.3,1016.0,1025.25,864572.0,877286551.85,2015-11-06,22427.0,INE482A01020,FUTSTK,2015-11-26,0.0,XX,1036.2,1050.0,1000.15,1020.35,1020.35,4504.0,32169.72,2571800.0,81900.0,2015-11-06,0.00592933797226,0.592933797226,20,1018.18601969
5788,CEATLTD,EQ,1026.35,1045.0,995.0,1014.3,1016.0,1025.25,864572.0,877286551.85,2015-11-06,22427.0,INE482A01020,FUTSTK,2015-12-31,0.0,XX,1045.25,1045.25,1001.0,1019.65,1019.65,36.0,256.06,27300.0,2800.0,2015-11-06,0.00524689844555,0.524689844555,55,1025.02241329
5789,CEATLTD,EQ,1026.35,1045.0,995.0,1014.3,1016.0,1025.25,864572.0,877286551.85,2015-11-06,22427.0,INE482A01020,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,1135.0,1031.4,0.0,0.0,0.0,0.0,2015-11-06,0.0165794066318,1.65794066318,83,1030.52456249
5940,CENTURYTEX,EQ,527.0,531.5,512.2,516.3,515.05,526.75,956827.0,497012752.5,2015-11-06,18520.0,INE055A01016,FUTSTK,2015-11-26,0.0,XX,527.95,532.25,513.3,518.5,518.5,3997.0,16670.89,7492000.0,85600.0,2015-11-06,0.00424300867888,0.424300867888,20,518.278065626
5941,CENTURYTEX,EQ,527.0,531.5,512.2,516.3,515.05,526.75,956827.0,497012752.5,2015-11-06,18520.0,INE055A01016,FUTSTK,2015-12-31,0.0,XX,536.25,536.25,518.0,522.0,522.0,45.0,188.64,64000.0,8000.0,2015-11-06,0.0109195402299,1.09195402299,55,521.757933531
5942,CENTURYTEX,EQ,527.0,531.5,512.2,516.3,515.05,526.75,956827.0,497012752.5,2015-11-06,18520.0,INE055A01016,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,558.55,525.0,0.0,0.0,0.0,0.0,2015-11-06,0.0165714285714,1.65714285714,83,524.55864302
6079,CESC,EQ,556.85,556.85,519.45,538.55,540.0,555.45,573701.0,305842272.75,2015-11-06,15835.0,INE486A01013,FUTSTK,2015-11-26,0.0,XX,556.75,557.55,521.0,538.35,538.35,1392.0,7447.01,1927000.0,-181000.0,2015-11-06,-0.000371505526145,-0.0371505526145,20,540.613310561
6080,CESC,EQ,556.85,556.85,519.45,538.55,540.0,555.45,573701.0,305842272.75,2015-11-06,15835.0,INE486A01013,FUTSTK,2015-12-31,0.0,XX,534.25,535.55,528.0,532.9,544.55,8.0,42.62,16000.0,6000.0,2015-11-06,0.0110182719677,1.10182719677,55,544.243143721
6081,CESC,EQ,556.85,556.85,519.45,538.55,540.0,555.45,573701.0,305842272.75,2015-11-06,15835.0,INE486A01013,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,594.95,547.65,0.0,0.0,0.0,0.0,2015-11-06,0.0166164521136,1.66164521136,83,547.164550065
6230,CIPLA,EQ,655.0,672.7,651.0,658.15,656.5,658.05,1715887.0,1134805448.2,2015-11-06,37722.0,INE059A01026,FUTSTK,2015-11-26,0.0,XX,659.8,674.9,653.15,661.75,661.75,6873.0,36530.24,7892000.0,-462400.0,2015-11-06,0.00544012089158,0.544012089158,20,660.671526034
6231,CIPLA,EQ,655.0,672.7,651.0,658.15,656.5,658.05,1715887.0,1134805448.2,2015-11-06,37722.0,INE059A01026,FUTSTK,2015-12-31,0.0,XX,662.0,678.5,659.0,665.35,665.35,81.0,433.04,88000.0,9600.0,2015-11-06,0.0108213722101,1.08213722101,55,665.107464562
6232,CIPLA,EQ,655.0,672.7,651.0,658.15,656.5,658.05,1715887.0,1134805448.2,2015-11-06,37722.0,INE059A01026,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,704.4,669.25,0.0,0.0,0.0,0.0,2015-11-06,0.0165857302951,1.65857302951,83,668.677650404
6356,COALINDIA,EQ,338.8,345.0,333.0,342.2,343.0,337.1,3849776.0,1306352773.0,2015-11-06,34778.0,INE522F01014,FUTSTK,2015-11-26,0.0,XX,336.7,343.7,333.15,341.0,341.0,3445.0,13995.14,15006000.0,-816000.0,2015-11-06,-0.00351906158358,-0.351906158358,20,343.511047951
6357,COALINDIA,EQ,338.8,345.0,333.0,342.2,343.0,337.1,3849776.0,1306352773.0,2015-11-06,34778.0,INE522F01014,FUTSTK,2015-12-31,0.0,XX,339.4,344.0,334.05,341.35,341.35,73.0,296.84,411600.0,13200.0,2015-11-06,-0.00249011278746,-0.249011278746,55,345.817479865
6358,COALINDIA,EQ,338.8,345.0,333.0,342.2,343.0,337.1,3849776.0,1306352773.0,2015-11-06,34778.0,INE522F01014,FUTSTK,2016-01-28,0.0,XX,334.2,338.0,333.4,337.85,337.85,7.0,28.28,140400.0,0.0,2015-11-06,-0.0128755364807,-1.28755364807,83,347.673770369
6510,COLPAL,EQ,943.0,943.0,927.45,938.9,937.9,938.95,93048.0,87160763.05,2015-11-06,3344.0,INE259A01022,FUTSTK,2015-11-26,0.0,XX,927.3,941.55,926.0,937.0,937.0,367.0,1714.74,1817500.0,-7500.0,2015-11-06,-0.00202774813234,-0.202774813234,20,942.497144714
6511,COLPAL,EQ,943.0,943.0,927.45,938.9,937.9,938.95,93048.0,87160763.05,2015-11-06,3344.0,INE259A01022,FUTSTK,2015-12-31,0.0,XX,933.0,933.0,932.2,932.2,949.4,2.0,9.32,19500.0,500.0,2015-11-06,0.0110596166,1.10596166,55,948.825341453
6512,COLPAL,EQ,943.0,943.0,927.45,938.9,937.9,938.95,93048.0,87160763.05,2015-11-06,3344.0,INE259A01022,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,993.45,954.75,0.0,0.0,0.0,0.0,2015-11-06,0.0166012045038,1.66012045038,83,953.918477497
6748,CROMPGREAV,EQ,168.3,172.5,167.6,168.9,168.45,168.6,1570608.0,266377483.2,2015-11-06,13902.0,INE067A01029,FUTSTK,2015-11-26,0.0,XX,169.0,172.2,167.25,168.6,168.6,1150.0,5856.47,12615000.0,0.0,2015-11-06,-0.00177935943061,-0.177935943061,20,169.547095263
6749,CROMPGREAV,EQ,168.3,172.5,167.6,168.9,168.45,168.6,1570608.0,266377483.2,2015-11-06,13902.0,INE067A01029,FUTSTK,2015-12-31,0.0,XX,168.2,171.25,167.0,167.7,167.7,27.0,137.01,351000.0,21000.0,2015-11-06,-0.00715563506261,-0.715563506261,55,170.685483195
6750,CROMPGREAV,EQ,168.3,172.5,167.6,168.9,168.45,168.6,1570608.0,266377483.2,2015-11-06,13902.0,INE067A01029,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,173.0,171.75,0.0,0.0,3000.0,0.0,2015-11-06,0.0165938864629,1.65938864629,83,171.601694376
6902,DABUR,EQ,263.55,268.45,263.55,267.65,268.0,266.25,894416.0,238883474.65,2015-11-06,12352.0,INE016A01026,FUTSTK,2015-11-26,0.0,XX,265.7,268.85,264.55,268.15,268.15,570.0,3048.78,3454000.0,-226000.0,2015-11-06,0.00186462800671,0.186462800671,20,268.675429527
6903,DABUR,EQ,263.55,268.45,263.55,267.65,268.0,266.25,894416.0,238883474.65,2015-11-06,12352.0,INE016A01026,FUTSTK,2015-12-31,0.0,XX,269.5,269.5,269.5,269.5,269.5,1.0,5.39,34000.0,-2000.0,2015-11-06,0.00686456400742,0.686456400742,55,270.479393588
6904,DABUR,EQ,263.55,268.45,263.55,267.65,268.0,266.25,894416.0,238883474.65,2015-11-06,12352.0,INE016A01026,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,277.5,272.2,0.0,0.0,0.0,0.0,2015-11-06,0.0167156502572,1.67156502572,83,271.931281821
7070,DHFL,EQ,214.5,215.7,210.75,212.85,212.9,214.4,906984.0,193047402.85,2015-11-06,26486.0,INE202B01012,FUTSTK,2015-11-26,0.0,XX,215.55,216.35,211.7,214.1,214.1,933.0,4392.59,5841000.0,147400.0,2015-11-06,0.00583839327417,0.583839327417,20,213.665477956
7071,DHFL,EQ,214.5,215.7,210.75,212.85,212.9,214.4,906984.0,193047402.85,2015-11-06,26486.0,INE202B01012,FUTSTK,2015-12-31,0.0,XX,217.7,217.7,213.7,215.2,215.2,7.0,33.13,81400.0,4400.0,2015-11-06,0.0109200743494,1.09200743494,55,215.10008939
7072,DHFL,EQ,214.5,215.7,210.75,212.85,212.9,214.4,906984.0,193047402.85,2015-11-06,26486.0,INE202B01012,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,230.95,216.45,0.0,0.0,0.0,0.0,2015-11-06,0.016632016632,1.6632016632,83,216.254710763
7202,DISHTV,EQ,97.0,99.3,95.1,98.4,98.3,96.7,4426707.0,432788126.3,2015-11-06,24397.0,INE836F01026,FUTSTK,2015-11-26,0.0,XX,97.35,99.7,95.55,98.55,98.55,2139.0,10494.78,40410000.0,-820000.0,2015-11-06,0.00152207001522,0.152207001522,20,98.7769933325
7203,DISHTV,EQ,97.0,99.3,95.1,98.4,98.3,96.7,4426707.0,432788126.3,2015-11-06,24397.0,INE836F01026,FUTSTK,2015-12-31,0.0,XX,98.3,100.0,96.2,99.1,99.1,49.0,242.01,240000.0,20000.0,2015-11-06,0.00706357214934,0.706357214934,55,99.4402104579
7204,DISHTV,EQ,97.0,99.3,95.1,98.4,98.3,96.7,4426707.0,432788126.3,2015-11-06,24397.0,INE836F01026,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,107.6,100.1,0.0,0.0,5000.0,0.0,2015-11-06,0.016983016983,1.6983016983,83,99.9739889079
7307,DIVISLAB,EQ,1154.0,1164.0,1100.0,1121.35,1130.0,1153.85,375940.0,425849155.9,2015-11-06,24568.0,INE361B01024,FUTSTK,2015-11-26,0.0,XX,1150.95,1167.9,1102.0,1127.75,1127.75,1395.0,9514.87,2437200.0,24000.0,2015-11-06,0.00567501662603,0.567501662603,20,1125.64615318
7308,DIVISLAB,EQ,1154.0,1164.0,1100.0,1121.35,1130.0,1153.85,375940.0,425849155.9,2015-11-06,24568.0,INE361B01024,FUTSTK,2015-12-31,0.0,XX,1168.8,1168.8,1125.0,1126.1,1133.85,8.0,55.09,17400.0,0.0,2015-11-06,0.0110243859417,1.10243859417,55,1133.20406501
7309,DIVISLAB,EQ,1154.0,1164.0,1100.0,1121.35,1130.0,1153.85,375940.0,425849155.9,2015-11-06,24568.0,INE361B01024,FUTSTK,2016-01-28,0.0,XX,1140.0,1140.0,1139.7,1139.7,1140.25,2.0,13.67,3000.0,1200.0,2015-11-06,0.0165753124315,1.65753124315,83,1139.28691526
7514,DLF,EQ,117.3,119.6,115.8,118.5,118.5,116.15,5980063.0,706396750.6,2015-11-06,28398.0,INE271C01023,FUTSTK,2015-11-26,0.0,XX,115.55,119.6,115.5,118.45,118.45,2706.0,15982.74,37965000.0,-1070000.0,2015-11-06,-0.000422119037569,-0.0422119037569,20,118.954001117
7515,DLF,EQ,117.3,119.6,115.8,118.5,118.5,116.15,5980063.0,706396750.6,2015-11-06,28398.0,INE271C01023,FUTSTK,2015-12-31,0.0,XX,117.65,119.6,116.95,118.8,118.8,99.0,585.3,800000.0,15000.0,2015-11-06,0.00252525252525,0.252525252525,55,119.752692472
7516,DLF,EQ,117.3,119.6,115.8,118.5,118.5,116.15,5980063.0,706396750.6,2015-11-06,28398.0,INE271C01023,FUTSTK,2016-01-28,0.0,XX,117.5,117.5,117.0,117.0,120.5,7.0,41.14,100000.0,10000.0,2015-11-06,0.0165975103734,1.65975103734,83,120.395504935
7620,DRREDDY,EQ,4258.0,4292.0,3615.0,3630.65,3631.0,4249.4,4015493.0,15029661218.2,2015-11-06,245123.0,INE089A01023,FUTSTK,2015-11-26,0.0,XX,4288.95,4301.95,3631.65,3650.45,3650.45,45314.0,258174.64,1759800.0,598050.0,2015-11-06,0.0054239888233,0.54239888233,20,3644.55986629
7621,DRREDDY,EQ,4258.0,4292.0,3615.0,3630.65,3631.0,4249.4,4015493.0,15029661218.2,2015-11-06,245123.0,INE089A01023,FUTSTK,2015-12-31,0.0,XX,4309.0,4320.15,3658.45,3671.65,3671.65,805.0,4570.51,53850.0,39000.0,2015-11-06,0.0111666417006,1.11666417006,55,3669.03048881
7622,DRREDDY,EQ,4258.0,4292.0,3615.0,3630.65,3631.0,4249.4,4015493.0,15029661218.2,2015-11-06,245123.0,INE089A01023,FUTSTK,2016-01-28,0.0,XX,3750.0,3750.0,3693.6,3693.6,3693.6,57.0,319.17,6900.0,6900.0,2015-11-06,0.0170429932857,1.70429932857,83,3688.725232
7846,EICHERMOT,EQ,17700.0,17995.0,16428.0,16693.35,16582.0,17678.0,156934.0,2668937287.65,2015-11-06,34056.0,INE066A01013,FUTSTK,2015-11-26,0.0,XX,17710.6,18050.0,16466.7,16709.3,16709.3,11658.0,49860.57,279475.0,4925.0,2015-11-06,0.000954558240022,0.0954558240022,20,16757.3061143
7847,EICHERMOT,EQ,17700.0,17995.0,16428.0,16693.35,16582.0,17678.0,156934.0,2668937287.65,2015-11-06,34056.0,INE066A01013,FUTSTK,2015-12-31,0.0,XX,18000.0,18120.0,16640.0,16860.35,16860.35,104.0,447.81,2700.0,750.0,2015-11-06,0.00990489521273,0.990489521273,55,16869.8194842
7848,EICHERMOT,EQ,17700.0,17995.0,16428.0,16693.35,16582.0,17678.0,156934.0,2668937287.65,2015-11-06,34056.0,INE066A01013,FUTSTK,2016-01-28,0.0,XX,18100.0,18100.0,17320.25,17363.55,16974.7,3.0,13.19,50.0,25.0,2015-11-06,0.0165746670044,1.65746670044,83,16960.3738591
8165,ENGINERSIN,EQ,187.65,189.25,182.85,184.9,186.0,189.15,722902.0,133611248.25,2015-11-06,12724.0,INE510A01028,FUTSTK,2015-11-26,0.0,XX,189.05,190.0,183.8,185.8,185.8,648.0,2651.44,1687400.0,171600.0,2015-11-06,0.0048439181916,0.48439181916,20,185.608394992
8166,ENGINERSIN,EQ,187.65,189.25,182.85,184.9,186.0,189.15,722902.0,133611248.25,2015-11-06,12724.0,INE510A01028,FUTSTK,2015-12-31,0.0,XX,185.85,185.85,185.85,185.85,187.0,1.0,4.08,6600.0,2200.0,2015-11-06,0.0112299465241,1.12299465241,55,186.854623106
8167,ENGINERSIN,EQ,187.65,189.25,182.85,184.9,186.0,189.15,722902.0,133611248.25,2015-11-06,12724.0,INE510A01028,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,203.9,188.05,0.0,0.0,0.0,0.0,2015-11-06,0.0167508641319,1.67508641319,83,187.857627531
8312,EXIDEIND,EQ,145.0,145.0,141.5,142.95,142.7,144.9,467120.0,66931292.7,2015-11-06,5491.0,INE302A01020,FUTSTK,2015-11-26,0.0,XX,143.75,145.0,141.55,143.2,143.2,420.0,2045.0,7571800.0,-78200.0,2015-11-06,0.00174581005587,0.174581005587,20,143.497674765
8313,EXIDEIND,EQ,145.0,145.0,141.5,142.95,142.7,144.9,467120.0,66931292.7,2015-11-06,5491.0,INE302A01020,FUTSTK,2015-12-31,0.0,XX,143.0,143.15,142.3,142.3,144.55,18.0,87.52,129200.0,23800.0,2015-11-06,0.0110688343134,1.10688343134,55,144.4611594
8314,EXIDEIND,EQ,145.0,145.0,141.5,142.95,142.7,144.9,467120.0,66931292.7,2015-11-06,5491.0,INE302A01020,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,158.95,145.4,0.0,0.0,0.0,0.0,2015-11-06,0.0168500687758,1.68500687758,83,145.236602789
8455,FEDERALBNK,EQ,54.9,55.95,54.3,54.6,54.55,54.7,3792178.0,207503141.05,2015-11-06,11358.0,INE171A01029,FUTSTK,2015-11-26,0.0,XX,55.1,56.0,54.65,54.95,54.95,519.0,2285.41,27160000.0,760000.0,2015-11-06,0.00636942675159,0.636942675159,20,54.8091853247
8456,FEDERALBNK,EQ,54.9,55.95,54.3,54.6,54.55,54.7,3792178.0,207503141.05,2015-11-06,11358.0,INE171A01029,FUTSTK,2015-12-31,0.0,XX,55.55,56.15,55.0,55.25,55.25,11.0,48.76,496000.0,0.0,2015-11-06,0.0117647058824,1.17647058824,55,55.1771899492
8457,FEDERALBNK,EQ,54.9,55.95,54.3,54.6,54.55,54.7,3792178.0,207503141.05,2015-11-06,11358.0,INE171A01029,FUTSTK,2016-01-28,0.0,XX,55.5,55.5,55.5,55.5,55.55,1.0,4.44,80000.0,8000.0,2015-11-06,0.017101710171,1.7101710171,83,55.473371894
8588,GAIL,EQ,294.5,295.95,285.35,288.15,289.2,294.8,875801.0,253163550.25,2015-11-06,15617.0,INE129A01019,FUTSTK,2015-11-26,0.0,XX,295.15,296.15,286.0,289.05,289.05,1377.0,5587.46,8905400.0,151200.0,2015-11-06,0.00311364815776,0.311364815776,20,289.253969804
8589,GAIL,EQ,294.5,295.95,285.35,288.15,289.2,294.8,875801.0,253163550.25,2015-11-06,15617.0,INE129A01019,FUTSTK,2015-12-31,0.0,XX,292.0,292.0,288.2,289.0,289.0,14.0,56.78,282800.0,-4200.0,2015-11-06,0.00294117647059,0.294117647059,55,291.1961041
8590,GAIL,EQ,294.5,295.95,285.35,288.15,289.2,294.8,875801.0,253163550.25,2015-11-06,15617.0,INE129A01019,FUTSTK,2016-01-28,0.0,XX,288.1,288.1,288.1,288.1,293.05,1.0,4.03,57400.0,1400.0,2015-11-06,0.0167206961269,1.67206961269,83,292.759196177
8768,GLENMARK,EQ,974.85,980.0,950.3,962.05,970.0,966.3,723522.0,697450399.6,2015-11-06,20851.0,INE935A01035,FUTSTK,2015-11-26,0.0,XX,967.05,985.4,952.85,963.35,963.35,2060.0,9987.52,3727500.0,-41500.0,2015-11-06,0.00134945762184,0.134945762184,20,965.735837759
8769,GLENMARK,EQ,974.85,980.0,950.3,962.05,970.0,966.3,723522.0,697450399.6,2015-11-06,20851.0,INE935A01035,FUTSTK,2015-12-31,0.0,XX,981.05,989.1,961.0,961.0,972.8,23.0,112.22,35000.0,2500.0,2015-11-06,0.0110505756579,1.10505756579,55,972.220065763
8770,GLENMARK,EQ,974.85,980.0,950.3,962.05,970.0,966.3,723522.0,697450399.6,2015-11-06,20851.0,INE935A01035,FUTSTK,2016-01-28,0.0,XX,0.0,0.0,0.0,970.35,978.3,0.0,0.0,3000.0,0.0,2015-11-06,0.0166104466932,1.66104466932,83,977.438780781
