INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTIDX,NIFTY,31-Dec-2015,0,XX,7878.6,7998.25,7836.55,7980.55,7980.55,10280,60997.82,3838950,149325,09-NOV-2015,
FUTIDX,NIFTY,28-Jan-2016,0,XX,7901.1,8036,7878.05,8021.8,8021.8,989,5901.61,239850,9600,09-NOV-2015,
FUTIDX,NIFTYINFRA,26-Nov-2015,0,XX,0,0,0,3019.6,2749.75,0,0,0,0,09-NOV-2015,
FUTIDX,NIFTYINFRA,31-Dec-2015,0,XX,0,0,0,2832.6,2769.45,0,0,0,0,09-NOV-2015,
FUTIDX,NIFTYINFRA,28-Jan-2016,0,XX,0,0,0,2934.6,2785.15,0,0,0,0,09-NOV-2015,
FUTIDX,NIFTYIT,26-Nov-2015,0,XX,11550,11550,11352,11426.15,11426.15,144,739.79,12330,1485,09-NOV-2015,
FUTIDX,NIFTYIT,31-Dec-2015,0,XX,0,0,0,12196.45,11532.3,0,0,0,0,09-NOV-2015,
FUTIDX,NIFTYIT,28-Jan-2016,0,XX,0,0,0,11762.3,11597.5,0,0,0,0,09-NOV-2015,
FUTIDX,NIFTYMID50,26-Nov-2015,0,XX,0,0,0,3417.5,3264.1,0,0,37500,0,09-NOV-2015,
FUTIDX,NIFTYMID50,31-Dec-2015,0,XX,0,0,0,3224.45,3287.5,0,0,0,0,09-NOV-2015,
FUTIDX,NIFTYMID50,28-Jan-2016,0,XX,0,0,0,3389.2,3306.1,0,0,0,0,09-NOV-2015,
FUTIDX,NIFTYPSE,26-Nov-2015,0,XX,0,0,0,3158.15,3079.25,0,0,0,0,09-NOV-2015,
FUTIDX,NIFTYPSE,31-Dec-2015,0,XX,0,0,0,3039.2,3101.35,0,0,0,0,09-NOV-2015,
FUTIDX,NIFTYPSE,28-Jan-2016,0,XX,0,0,0,3114.1,3118.85,0,0,0,0,09-NOV-2015,
FUTIDX,S&P500,20-Nov-2015,0,XX,2097.25,2097.25,2090,2090,2090,69,361.42,348750,8000,09-NOV-2015,
FUTIDX,S&P500,18-Dec-2015,0,XX,0,0,0,2079.75,2115.75,0,0,250,0,09-NOV-2015,
FUTIDX,S&P500,15-Jan-2016,0,XX,0,0,0,2060,2127.75,0,0,0,0,09-NOV-2015,
FUTIDX,S&P500,18-Mar-2016,0,XX,0,0,0,2275.75,2155,0,0,0,0,09-NOV-2015,
FUTIDX,S&P500,17-Jun-2016,0,XX,0,0,0,2299,2194.75,0,0,0,0,09-NOV-2015,
FUTIDX,S&P500,16-Sep-2016,0,XX,0,0,0,2150.5,2235.5,0,0,0,0,09-NOV-2015,
FUTIVX,INDIAVIX,10-Nov-2015,0,XX,1765,1765,1765,1765,1710,1,7.94,450,450,09-NOV-2015,
FUTIVX,INDIAVIX,17-Nov-2015,0,XX,0,0,0,1694.25,1714.5,0,0,0,0,09-NOV-2015,
FUTIVX,INDIAVIX,24-Nov-2015,0,XX,0,0,0,1946.75,1735.5,0,0,0,0,09-NOV-2015,
FUTSTK,ABIRLANUVO,26-Nov-2015,0,XX,2007.45,2037.9,1964.9,2007.6,2007.6,3128,15599.36,725750,49750,09-NOV-2015,
FUTSTK,ABIRLANUVO,31-Dec-2015,0,XX,1997.95,2024.4,1990,2017.05,2017.05,28,140.64,9500,2750,09-NOV-2015,
FUTSTK,ABIRLANUVO,28-Jan-2016,0,XX,2019.05,2019.05,2019.05,2019.05,2030.75,1,5.04,250,250,09-NOV-2015,
FUTSTK,ACC,26-Nov-2015,0,XX,1346.05,1374.35,1343.1,1366.2,1366.2,1742,8887.44,1215750,11625,09-NOV-2015,
FUTSTK,ACC,31-Dec-2015,0,XX,1350.8,1377.05,1350.8,1371.75,1371.75,17,87.05,30750,0,09-NOV-2015,
FUTSTK,ACC,28-Jan-2016,0,XX,0,0,0,1452.6,1389.95,0,0,375,0,09-NOV-2015,
FUTSTK,ADANIENT,26-Nov-2015,0,XX,75.8,80.7,75.6,79.7,79.7,1314,6156.58,13074000,258000,09-NOV-2015,
FUTSTK,ADANIENT,31-Dec-2015,0,XX,76,80.7,76,79.5,79.5,31,145.91,306000,0,09-NOV-2015,
FUTSTK,ADANIENT,28-Jan-2016,0,XX,0,0,0,92.85,80.75,0,0,0,0,09-NOV-2015,
FUTSTK,ADANIPORTS,26-Nov-2015,0,XX,277.7,284.3,275.7,277.5,277.5,4883,21865.8,26595200,830400,09-NOV-2015,
FUTSTK,ADANIPORTS,31-Dec-2015,0,XX,273.65,285.5,273.65,279.1,279.1,80,360.65,212800,65600,09-NOV-2015,
FUTSTK,ADANIPORTS,28-Jan-2016,0,XX,0,0,0,309.95,280.55,0,0,3200,0,09-NOV-2015,
FUTSTK,ADANIPOWER,26-Nov-2015,0,XX,27.2,28.05,26.3,27.45,27.45,1001,5471.11,65700000,2420000,09-NOV-2015,
FUTSTK,ADANIPOWER,31-Dec-2015,0,XX,27.7,27.95,26.5,27.6,27.6,32,175.05,1620000,200000,09-NOV-2015,
FUTSTK,ADANIPOWER,28-Jan-2016,0,XX,28,28,27.9,27.9,27.9,2,11.18,60000,40000,09-NOV-2015,
FUTSTK,AJANTPHARM,26-Nov-2015,0,XX,1460,1466.75,1420,1446.25,1446.25,669,3869.7,525600,29600,09-NOV-2015,
FUTSTK,AJANTPHARM,31-Dec-2015,0,XX,1442,1445,1430.05,1445,1454.5,3,17.26,10800,400,09-NOV-2015,
FUTSTK,AJANTPHARM,28-Jan-2016,0,XX,0,0,0,1597,1462.75,0,0,0,0,09-NOV-2015,
FUTSTK,ALBK,26-Nov-2015,0,XX,73.55,79.8,73.4,78.65,78.65,2531,11826.92,9354000,-84000,09-NOV-2015,
FUTSTK,ALBK,31-Dec-2015,0,XX,75.2,79.55,75.2,79.25,79.25,13,61.05,210000,0,09-NOV-2015,
FUTSTK,ALBK,28-Jan-2016,0,XX,0,0,0,76.1,79.5,0,0,0,0,09-NOV-2015,
FUTSTK,AMARAJABAT,26-Nov-2015,0,XX,875.8,916.65,870.1,911.25,911.25,934,5072.64,1002600,-65400,09-NOV-2015,
FUTSTK,AMARAJABAT,31-Dec-2015,0,XX,882,918.25,882,918.25,917.95,4,21.56,6000,600,09-NOV-2015,
FUTSTK,AMARAJABAT,28-Jan-2016,0,XX,0,0,0,916.35,923.1,0,0,0,0,09-NOV-2015,
FUTSTK,AMBUJACEM,26-Nov-2015,0,XX,208,208,204.25,205.2,205.2,1872,8068.58,7688100,-724500,09-NOV-2015,
FUTSTK,AMBUJACEM,31-Dec-2015,0,XX,206.4,207.15,205.95,205.95,207.2,7,30.37,65100,6300,09-NOV-2015,
FUTSTK,AMBUJACEM,28-Jan-2016,0,XX,0,0,0,211.3,208.35,0,0,0,0,09-NOV-2015,
FUTSTK,ANDHRABANK,26-Nov-2015,0,XX,65.9,69.15,65.65,68.95,68.95,1480,8063.25,14168000,440000,09-NOV-2015,
FUTSTK,ANDHRABANK,31-Dec-2015,0,XX,67.4,69.35,67.4,69.3,69.3,33,181.5,456000,96000,09-NOV-2015,
FUTSTK,ANDHRABANK,28-Jan-2016,0,XX,0,0,0,67.4,69.7,0,0,0,0,09-NOV-2015,
FUTSTK,APOLLOHOSP,26-Nov-2015,0,XX,1339.95,1339.95,1306.05,1329.1,1329.1,876,4634.09,576800,12000,09-NOV-2015,
FUTSTK,APOLLOHOSP,31-Dec-2015,0,XX,1322,1329.95,1322,1328,1338.1,3,15.91,4400,800,09-NOV-2015,
FUTSTK,APOLLOHOSP,28-Jan-2016,0,XX,0,0,0,1343.55,1345.65,0,0,0,0,09-NOV-2015,
FUTSTK,APOLLOTYRE,26-Nov-2015,0,XX,157.4,162.05,154.1,161.15,161.15,2319,11058.43,10902000,-60000,09-NOV-2015,
FUTSTK,APOLLOTYRE,31-Dec-2015,0,XX,154.25,162.6,154.25,162.25,162.25,45,215.52,171000,-30000,09-NOV-2015,
FUTSTK,APOLLOTYRE,28-Jan-2016,0,XX,0,0,0,185.65,163.2,0,0,0,0,09-NOV-2015,
FUTSTK,ARVIND,26-Nov-2015,0,XX,280.75,288.5,278.9,286.6,286.6,1986,9629.27,3740000,79900,09-NOV-2015,
FUTSTK,ARVIND,31-Dec-2015,0,XX,280,288.95,280,286.9,286.9,33,160.63,159800,8500,09-NOV-2015,
FUTSTK,ARVIND,28-Jan-2016,0,XX,288,288,288,288,290.75,1,4.89,11900,0,09-NOV-2015,
FUTSTK,ASHOKLEY,26-Nov-2015,0,XX,84.2,89.9,83.85,89.35,89.35,6788,41993.26,62671000,-2240000,09-NOV-2015,
FUTSTK,ASHOKLEY,31-Dec-2015,0,XX,84.2,89.95,84.2,89.5,89.5,251,1554.8,5180000,84000,09-NOV-2015,
FUTSTK,ASHOKLEY,28-Jan-2016,0,XX,89.75,89.8,89.05,89.15,89.15,6,37.57,70000,7000,09-NOV-2015,
FUTSTK,ASIANPAINT,26-Nov-2015,0,XX,795,819.2,787.05,817.35,817.35,3510,16982.47,4464600,-318000,09-NOV-2015,
FUTSTK,ASIANPAINT,31-Dec-2015,0,XX,796.55,823.3,791,822.05,822.05,65,314.56,75600,4200,09-NOV-2015,
FUTSTK,ASIANPAINT,28-Jan-2016,0,XX,0,0,0,844.75,829.7,0,0,0,0,09-NOV-2015,
FUTSTK,AUROPHARMA,26-Nov-2015,0,XX,795.55,862,795.15,858.3,858.3,10029,59297.31,14849800,477400,09-NOV-2015,
FUTSTK,AUROPHARMA,31-Dec-2015,0,XX,820,865,819.5,861.9,861.9,119,707.32,98000,26600,09-NOV-2015,
FUTSTK,AUROPHARMA,28-Jan-2016,0,XX,865,865,865,865,870.6,1,6.05,700,0,09-NOV-2015,
FUTSTK,AXISBANK,26-Nov-2015,0,XX,455.05,468.45,448.2,466.95,466.95,14523,67169.73,39600000,-85000,09-NOV-2015,
FUTSTK,AXISBANK,31-Dec-2015,0,XX,456.25,470.75,451.25,469.5,469.5,385,1785.93,562000,24000,09-NOV-2015,
FUTSTK,AXISBANK,28-Jan-2016,0,XX,461.2,468.85,461.2,468.85,472.5,6,27.92,27000,6000,09-NOV-2015,
FUTSTK,BAJAJ-AUTO,26-Nov-2015,0,XX,2399.9,2439.65,2390.5,2415.5,2415.5,2656,12810.33,1324200,-59600,09-NOV-2015,
FUTSTK,BAJAJ-AUTO,31-Dec-2015,0,XX,2406,2449,2405.5,2426.95,2426.95,56,270.86,17400,600,09-NOV-2015,
FUTSTK,BAJAJ-AUTO,28-Jan-2016,0,XX,0,0,0,2458.6,2448.25,0,0,200,0,09-NOV-2015,
FUTSTK,BAJFINANCE,26-Nov-2015,0,XX,5225.05,5424.7,5210.15,5366.25,5366.25,475,3178.53,193250,11875,09-NOV-2015,
FUTSTK,BAJFINANCE,31-Dec-2015,0,XX,5321.95,5455.65,5321.95,5399.4,5399.4,14,94.05,1500,750,09-NOV-2015,
FUTSTK,BAJFINANCE,28-Jan-2016,0,XX,0,0,0,5257.85,5433,0,0,0,0,09-NOV-2015,
FUTSTK,BANKBARODA,26-Nov-2015,0,XX,162.05,172.7,162,171.65,171.65,13209,69217.92,43034200,3912200,09-NOV-2015,
FUTSTK,BANKBARODA,31-Dec-2015,0,XX,163.1,172.55,162.75,172.05,172.05,284,1493.62,827700,83700,09-NOV-2015,
FUTSTK,BANKBARODA,28-Jan-2016,0,XX,169,172.5,169,172.5,174.25,14,74.22,40300,31000,09-NOV-2015,
FUTSTK,BANKINDIA,26-Nov-2015,0,XX,132.05,135.9,131.2,133.8,133.8,3766,15133.66,15978000,1962000,09-NOV-2015,
FUTSTK,BANKINDIA,31-Dec-2015,0,XX,132,136.3,132,134.45,134.45,96,387.53,279000,18000,09-NOV-2015,
FUTSTK,BANKINDIA,28-Jan-2016,0,XX,0,0,0,134.95,135.75,0,0,24000,0,09-NOV-2015,
FUTSTK,BATAINDIA,26-Nov-2015,0,XX,458.95,476.75,454.45,475,475,908,4268.19,3823000,-5000,09-NOV-2015,
FUTSTK,BATAINDIA,31-Dec-2015,0,XX,449.35,467.5,449.35,465,489.3,21,96.36,78000,4000,09-NOV-2015,
FUTSTK,BATAINDIA,28-Jan-2016,0,XX,0,0,0,486,492.1,0,0,1000,0,09-NOV-2015,
FUTSTK,BEL,26-Nov-2015,0,XX,1226.1,1294.55,1211.05,1286.75,1286.75,1023,5833.37,2372850,5850,09-NOV-2015,
FUTSTK,BEL,31-Dec-2015,0,XX,1229.1,1281.65,1229.1,1278.2,1278.2,9,51.1,22500,900,09-NOV-2015,
FUTSTK,BEL,28-Jan-2016,0,XX,0,0,0,1264,1311.5,0,0,900,0,09-NOV-2015,
FUTSTK,BEML,26-Nov-2015,0,XX,1075.05,1139,1075,1132.1,1132.1,319,1788.54,302500,5500,09-NOV-2015,
FUTSTK,BEML,31-Dec-2015,0,XX,0,0,0,1102.2,1139.45,0,0,5500,0,09-NOV-2015,
FUTSTK,BEML,28-Jan-2016,0,XX,0,0,0,1196.75,1145.9,0,0,0,0,09-NOV-2015,
FUTSTK,BHARATFORG,26-Nov-2015,0,XX,851.7,885.5,846,880.25,880.25,3352,14669.13,3626000,-89000,09-NOV-2015,
FUTSTK,BHARATFORG,31-Dec-2015,0,XX,863.05,889,863.05,884.2,884.2,26,114.72,66000,2500,09-NOV-2015,
FUTSTK,BHARATFORG,28-Jan-2016,0,XX,0,0,0,829.4,895.2,0,0,0,0,09-NOV-2015,
FUTSTK,BHARTIARTL,26-Nov-2015,0,XX,330.65,338.8,320,335.7,335.7,5493,21960.66,16621200,-194400,09-NOV-2015,
FUTSTK,BHARTIARTL,31-Dec-2015,0,XX,333.15,339.9,327,337.2,337.2,111,445.17,198000,9600,09-NOV-2015,
FUTSTK,BHARTIARTL,28-Jan-2016,0,XX,338.3,339.45,338.3,338.7,338.7,3,12.19,13200,1200,09-NOV-2015,
FUTSTK,BHEL,26-Nov-2015,0,XX,187.2,190.5,182.7,183.8,183.8,7009,26063.67,23304000,2228000,09-NOV-2015,
FUTSTK,BHEL,31-Dec-2015,0,XX,186,189.3,182.1,183.4,183.4,262,968.38,1166000,208000,09-NOV-2015,
FUTSTK,BHEL,28-Jan-2016,0,XX,188,188,182,183.25,183.25,30,110.35,124000,36000,09-NOV-2015,
FUTSTK,BIOCON,26-Nov-2015,0,XX,434.75,458.5,433.6,455.9,455.9,991,4908.75,2741200,-66000,09-NOV-2015,
FUTSTK,BIOCON,31-Dec-2015,0,XX,449.15,460.45,448.95,457.4,457.4,63,313.89,165000,47300,09-NOV-2015,
FUTSTK,BIOCON,28-Jan-2016,0,XX,460,460,460,460,462.2,1,5.06,1100,1100,09-NOV-2015,
FUTSTK,BOSCHLTD,26-Nov-2015,0,XX,18200,19580.45,18200,19404.6,19404.6,1460,7049.01,119350,-2250,09-NOV-2015,
FUTSTK,BOSCHLTD,31-Dec-2015,0,XX,19500,19541.25,19350,19524.8,19524.8,16,77.75,1150,75,09-NOV-2015,
FUTSTK,BOSCHLTD,28-Jan-2016,0,XX,0,0,0,21458.15,19631.65,0,0,0,0,09-NOV-2015,
FUTSTK,BPCL,26-Nov-2015,0,XX,888.75,911.7,880,905.3,905.3,7913,42723.52,5155200,103800,09-NOV-2015,
FUTSTK,BPCL,31-Dec-2015,0,XX,886.25,913.9,885,909.6,909.6,73,396.24,40200,7200,09-NOV-2015,
FUTSTK,BPCL,28-Jan-2016,0,XX,910,910,910,910,917.6,1,5.46,2400,600,09-NOV-2015,
FUTSTK,BRITANNIA,26-Nov-2015,0,XX,3055.1,3162.95,3047,3059.7,3059.7,2546,15722.37,1430200,114200,09-NOV-2015,
FUTSTK,BRITANNIA,31-Dec-2015,0,XX,3150,3150,3067.75,3070.85,3070.85,8,49.47,4000,1000,09-NOV-2015,
FUTSTK,BRITANNIA,28-Jan-2016,0,XX,0,0,0,3249.35,3094,0,0,0,0,09-NOV-2015,
FUTSTK,CADILAHC,26-Nov-2015,0,XX,403.35,421.5,392.5,418.65,418.65,1255,7759.18,2197500,234000,09-NOV-2015,
FUTSTK,CADILAHC,31-Dec-2015,0,XX,415.7,421,403.1,419.3,419.3,20,123.9,73500,6000,09-NOV-2015,
FUTSTK,CADILAHC,28-Jan-2016,0,XX,409.95,409.95,409.95,409.95,423.15,1,6.14,6000,0,09-NOV-2015,
FUTSTK,CAIRN,26-Nov-2015,0,XX,149.15,149.15,143.75,145.65,145.65,1058,4641.53,8559000,111000,09-NOV-2015,
FUTSTK,CAIRN,31-Dec-2015,0,XX,148,148.4,144.6,145.85,145.85,17,74.6,162000,30000,09-NOV-2015,
FUTSTK,CAIRN,28-Jan-2016,0,XX,0,0,0,156.75,147.25,0,0,0,0,09-NOV-2015,
FUTSTK,CANBK,26-Nov-2015,0,XX,270,281.1,268.8,278.3,278.3,3309,18325.54,9778000,188000,09-NOV-2015,
FUTSTK,CANBK,31-Dec-2015,0,XX,271,281,271,279.6,279.6,44,244.01,212000,8000,09-NOV-2015,
FUTSTK,CANBK,28-Jan-2016,0,XX,0,0,0,275,281.65,0,0,6000,0,09-NOV-2015,
FUTSTK,CASTROLIND,26-Nov-2015,0,XX,440.45,445,440.2,443.75,443.75,202,984.48,1302400,14300,09-NOV-2015,
FUTSTK,CASTROLIND,31-Dec-2015,0,XX,0,0,0,460.1,446.25,0,0,6600,0,09-NOV-2015,
FUTSTK,CASTROLIND,28-Jan-2016,0,XX,0,0,0,467.8,448.8,0,0,0,0,09-NOV-2015,
FUTSTK,CEATLTD,26-Nov-2015,0,XX,973.15,1022.8,973.15,996.4,996.4,1660,11634.03,2485700,-86100,09-NOV-2015,
FUTSTK,CEATLTD,31-Dec-2015,0,XX,1001,1017,990,1008,1008,12,84.28,25200,-2100,09-NOV-2015,
FUTSTK,CEATLTD,28-Jan-2016,0,XX,0,0,0,1135,1005.85,0,0,0,0,09-NOV-2015,
FUTSTK,CENTURYTEX,26-Nov-2015,0,XX,502,529.35,499.25,526.45,526.45,3763,15543.54,7599200,107200,09-NOV-2015,
FUTSTK,CENTURYTEX,31-Dec-2015,0,XX,499.8,529.3,499.8,529.3,529.8,29,119.75,66400,2400,09-NOV-2015,
FUTSTK,CENTURYTEX,28-Jan-2016,0,XX,0,0,0,558.55,532.8,0,0,0,0,09-NOV-2015,
FUTSTK,CESC,26-Nov-2015,0,XX,520.65,543.2,520.6,539.1,539.1,839,4502.63,1935000,8000,09-NOV-2015,
FUTSTK,CESC,31-Dec-2015,0,XX,527.85,543.1,527.85,538.6,542.95,9,48.13,18000,2000,09-NOV-2015,
FUTSTK,CESC,28-Jan-2016,0,XX,0,0,0,594.95,546,0,0,0,0,09-NOV-2015,
FUTSTK,CIPLA,26-Nov-2015,0,XX,648.05,652.8,641.75,650.3,650.3,3227,16719.28,7886400,-5600,09-NOV-2015,
FUTSTK,CIPLA,31-Dec-2015,0,XX,652,655.4,646,654.7,654.7,87,454.24,120000,32000,09-NOV-2015,
FUTSTK,CIPLA,28-Jan-2016,0,XX,0,0,0,704.4,658.15,0,0,0,0,09-NOV-2015,
FUTSTK,COALINDIA,26-Nov-2015,0,XX,336.2,340.35,332.15,339.05,339.05,3424,13804.08,14522400,-483600,09-NOV-2015,
FUTSTK,COALINDIA,31-Dec-2015,0,XX,336.35,340.8,333.1,339.65,339.65,63,254.38,420000,8400,09-NOV-2015,
FUTSTK,COALINDIA,28-Jan-2016,0,XX,330.85,336.4,330.5,335.3,345.15,10,39.89,147600,7200,09-NOV-2015,
FUTSTK,COLPAL,26-Nov-2015,0,XX,924.15,962.95,906.45,957.85,957.85,989,4704.94,1797500,-20000,09-NOV-2015,
FUTSTK,COLPAL,31-Dec-2015,0,XX,928,945,928,945,969.85,12,56.08,21000,1500,09-NOV-2015,
FUTSTK,COLPAL,28-Jan-2016,0,XX,0,0,0,993.45,975.35,0,0,0,0,09-NOV-2015,
FUTSTK,CROMPGREAV,26-Nov-2015,0,XX,165.05,170.2,164,168.2,168.2,1128,5700.35,12936000,321000,09-NOV-2015,
FUTSTK,CROMPGREAV,31-Dec-2015,0,XX,164.15,169.2,164.15,168.35,168.35,41,206.14,387000,36000,09-NOV-2015,
FUTSTK,CROMPGREAV,28-Jan-2016,0,XX,169.2,169.2,169.2,169.2,171.7,1,5.07,6000,3000,09-NOV-2015,
FUTSTK,DABUR,26-Nov-2015,0,XX,263.55,270.4,263.15,267.5,267.5,542,2903.64,3336000,-118000,09-NOV-2015,
FUTSTK,DABUR,31-Dec-2015,0,XX,266,267,266,267,269.5,2,10.66,38000,4000,09-NOV-2015,
FUTSTK,DABUR,28-Jan-2016,0,XX,0,0,0,277.5,271,0,0,0,0,09-NOV-2015,
FUTSTK,DHFL,26-Nov-2015,0,XX,209,217.15,206.1,214.35,214.35,982,4624.06,6054400,213400,09-NOV-2015,
FUTSTK,DHFL,31-Dec-2015,0,XX,207.05,216.9,207.05,216.05,215.55,14,66.03,99000,17600,09-NOV-2015,
FUTSTK,DHFL,28-Jan-2016,0,XX,0,0,0,230.95,216.8,0,0,0,0,09-NOV-2015,
FUTSTK,DISHTV,26-Nov-2015,0,XX,94,99,94,97.8,97.8,1970,9639.4,41085000,675000,09-NOV-2015,
FUTSTK,DISHTV,31-Dec-2015,0,XX,96.05,99.25,96.05,98.45,98.45,42,206.92,305000,65000,09-NOV-2015,
FUTSTK,DISHTV,28-Jan-2016,0,XX,0,0,0,107.6,98.85,0,0,5000,0,09-NOV-2015,
FUTSTK,DIVISLAB,26-Nov-2015,0,XX,1115.1,1162.5,1094.05,1143.55,1143.55,1290,8818.83,2490000,52800,09-NOV-2015,
FUTSTK,DIVISLAB,31-Dec-2015,0,XX,1160,1160,1151,1148.5,1148.5,5,34.65,19200,1800,09-NOV-2015,
FUTSTK,DIVISLAB,28-Jan-2016,0,XX,0,0,0,1139.7,1157.65,0,0,3000,0,09-NOV-2015,
FUTSTK,DLF,26-Nov-2015,0,XX,113.65,116.5,113.35,114.4,114.4,4715,27104.78,41510000,3545000,09-NOV-2015,
FUTSTK,DLF,31-Dec-2015,0,XX,114.25,116.55,114.05,114.85,114.85,129,743.57,950000,150000,09-NOV-2015,
FUTSTK,DLF,28-Jan-2016,0,XX,114.8,114.8,114.8,114.8,114.8,1,5.74,100000,0,09-NOV-2015,
FUTSTK,DRREDDY,26-Nov-2015,0,XX,3522.3,3588,3462,3516.05,3516.05,16628,87680.47,1858650,98850,09-NOV-2015,
FUTSTK,DRREDDY,31-Dec-2015,0,XX,3621.7,3621.7,3484.7,3538.5,3538.5,475,2517.41,72150,18300,09-NOV-2015,
FUTSTK,DRREDDY,28-Jan-2016,0,XX,3550,3590,3520,3541.7,3558.05,8,42.54,6900,0,09-NOV-2015,
FUTSTK,EICHERMOT,26-Nov-2015,0,XX,16210.35,16520,15895,16036.65,16036.65,8056,32517.44,305050,25575,09-NOV-2015,
FUTSTK,EICHERMOT,31-Dec-2015,0,XX,16350,16508.6,16021.6,16132.6,16132.6,106,430.17,4450,1750,09-NOV-2015,
FUTSTK,EICHERMOT,28-Jan-2016,0,XX,16200,16200,16200,16200,16211.6,1,4.05,75,25,09-NOV-2015,
FUTSTK,ENGINERSIN,26-Nov-2015,0,XX,181.55,191.45,181.55,190.6,190.6,463,1924.46,1621400,-66000,09-NOV-2015,
FUTSTK,ENGINERSIN,31-Dec-2015,0,XX,0,0,0,185.85,191.85,0,0,6600,0,09-NOV-2015,
FUTSTK,ENGINERSIN,28-Jan-2016,0,XX,0,0,0,203.9,192.95,0,0,0,0,09-NOV-2015,
FUTSTK,EXIDEIND,26-Nov-2015,0,XX,140.75,146.15,139.3,145.4,145.4,700,3430.31,7313400,-258400,09-NOV-2015,
FUTSTK,EXIDEIND,31-Dec-2015,0,XX,0,0,0,142.3,146.25,3,14.75,136000,6800,09-NOV-2015,
FUTSTK,EXIDEIND,28-Jan-2016,0,XX,0,0,0,158.95,147.05,0,0,0,0,09-NOV-2015,
FUTSTK,FEDERALBNK,26-Nov-2015,0,XX,53,54.7,53,54.45,54.45,432,1874.01,27648000,488000,09-NOV-2015,
FUTSTK,FEDERALBNK,31-Dec-2015,0,XX,54.45,54.75,54.3,54.3,54.75,5,21.8,496000,0,09-NOV-2015,
FUTSTK,FEDERALBNK,28-Jan-2016,0,XX,0,0,0,55.5,55.05,0,0,80000,0,09-NOV-2015,
FUTSTK,GAIL,26-Nov-2015,0,XX,285,287.4,281.8,283.45,283.45,1124,4471.93,8925000,19600,09-NOV-2015,
FUTSTK,GAIL,31-Dec-2015,0,XX,284.05,285.3,284,284.7,284.7,18,71.63,285600,2800,09-NOV-2015,
FUTSTK,GAIL,28-Jan-2016,0,XX,0,0,0,288.1,288.15,0,0,57400,0,09-NOV-2015,
FUTSTK,GLENMARK,26-Nov-2015,0,XX,940.7,968.6,936.05,963.85,963.85,1852,8874.48,3720500,-7000,09-NOV-2015,
FUTSTK,GLENMARK,31-Dec-2015,0,XX,953.6,971.7,952,966.35,966.35,28,134.63,39500,4500,09-NOV-2015,
FUTSTK,GLENMARK,28-Jan-2016,0,XX,0,0,0,970.35,978.6,0,0,3000,0,09-NOV-2015,
FUTSTK,GMRINFRA,26-Nov-2015,0,XX,11.45,12.05,11.3,12.05,12.05,359,1653.03,164307000,-702000,09-NOV-2015,
FUTSTK,GMRINFRA,31-Dec-2015,0,XX,11.75,12.05,11.75,12.05,12.05,30,139.93,4134000,-195000,09-NOV-2015,
