INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
FUTSTK,AMARAJABAT,31-Dec-2015,0,XX,904.1,906.15,895.05,900.6,900.6,20,108.26,16800,7800,18-NOV-2015,
FUTSTK,AMARAJABAT,28-Jan-2016,0,XX,0,0,0,915,907.85,0,0,600,0,18-NOV-2015,
FUTSTK,AMBUJACEM,26-Nov-2015,0,XX,198.8,202.7,196.8,197.75,197.75,2347,9879.81,8702400,-363300,18-NOV-2015,
FUTSTK,AMBUJACEM,31-Dec-2015,0,XX,199.3,203.6,198.1,199.1,199.1,95,401.76,231000,63000,18-NOV-2015,
FUTSTK,AMBUJACEM,28-Jan-2016,0,XX,0,0,0,200,200.3,0,0,2100,0,18-NOV-2015,
FUTSTK,ANDHRABANK,26-Nov-2015,0,XX,68.6,69.6,65.95,66.25,66.25,1037,5615.05,15064000,-224000,18-NOV-2015,
FUTSTK,ANDHRABANK,31-Dec-2015,0,XX,69.1,69.85,66.35,66.6,66.6,117,636.34,1224000,392000,18-NOV-2015,
FUTSTK,ANDHRABANK,28-Jan-2016,0,XX,0,0,0,67.4,67.1,0,0,0,0,18-NOV-2015,
FUTSTK,APOLLOHOSP,26-Nov-2015,0,XX,1321,1343.95,1296.35,1302.9,1302.9,1146,6048.42,568400,-18800,18-NOV-2015,
FUTSTK,APOLLOHOSP,31-Dec-2015,0,XX,1331.2,1331.2,1305,1309.95,1309.95,19,100.17,12400,2000,18-NOV-2015,
FUTSTK,APOLLOHOSP,28-Jan-2016,0,XX,1325,1325,1325,1325,1322.5,1,5.3,400,0,18-NOV-2015,
FUTSTK,APOLLOTYRE,26-Nov-2015,0,XX,162.95,163.8,157.45,157.95,157.95,3151,15221.85,11325000,-252000,18-NOV-2015,
FUTSTK,APOLLOTYRE,31-Dec-2015,0,XX,164,164.6,158.4,158.85,158.85,300,1453.29,1515000,417000,18-NOV-2015,
FUTSTK,APOLLOTYRE,28-Jan-2016,0,XX,0,0,0,185.65,159.9,0,0,0,0,18-NOV-2015,
FUTSTK,ARVIND,26-Nov-2015,0,XX,284.85,287.7,282.3,283.55,283.55,1636,7930.31,3760400,-25500,18-NOV-2015,
FUTSTK,ARVIND,31-Dec-2015,0,XX,287.35,288,283,283.9,283.9,88,426.16,351900,62900,18-NOV-2015,
FUTSTK,ARVIND,28-Jan-2016,0,XX,286,286,286,286,289,2,9.77,13600,-1700,18-NOV-2015,
FUTSTK,ASHOKLEY,26-Nov-2015,0,XX,92.05,92.75,91,91.45,91.45,3832,24676.1,58002000,-2191000,18-NOV-2015,
FUTSTK,ASHOKLEY,31-Dec-2015,0,XX,92.35,92.9,91.2,91.6,91.6,517,3330.14,7329000,1442000,18-NOV-2015,
FUTSTK,ASHOKLEY,28-Jan-2016,0,XX,92.3,92.4,91.8,91.95,91.95,12,77.42,182000,7000,18-NOV-2015,
FUTSTK,ASIANPAINT,26-Nov-2015,0,XX,809.15,824.6,809.15,820.5,820.5,4080,20065.05,4269000,-229200,18-NOV-2015,
FUTSTK,ASIANPAINT,31-Dec-2015,0,XX,816.4,828.4,815.95,824.3,824.3,229,1131.85,139800,29400,18-NOV-2015,
FUTSTK,ASIANPAINT,28-Jan-2016,0,XX,0,0,0,844.75,833.6,0,0,0,0,18-NOV-2015,
FUTSTK,AUROPHARMA,26-Nov-2015,0,XX,834.75,839.4,815.6,818.6,818.6,5376,31155.37,14969500,-212100,18-NOV-2015,
FUTSTK,AUROPHARMA,31-Dec-2015,0,XX,839,843,820.45,823,823,930,5398.58,1060500,417200,18-NOV-2015,
FUTSTK,AUROPHARMA,28-Jan-2016,0,XX,0,0,0,865,827.55,0,0,700,0,18-NOV-2015,
FUTSTK,AXISBANK,26-Nov-2015,0,XX,476.15,477.75,464.1,465.05,465.05,11865,55824.31,38196000,163000,18-NOV-2015,
FUTSTK,AXISBANK,31-Dec-2015,0,XX,478.25,480.4,466.8,467.85,467.85,1677,7934.45,2106000,833000,18-NOV-2015,
FUTSTK,AXISBANK,28-Jan-2016,0,XX,481,481,469.55,470.25,470.25,32,151.75,48000,7000,18-NOV-2015,
FUTSTK,BAJAJ-AUTO,26-Nov-2015,0,XX,2366.45,2382,2333,2337.2,2337.2,2440,11508.03,1496400,41200,18-NOV-2015,
FUTSTK,BAJAJ-AUTO,31-Dec-2015,0,XX,2380.05,2391.55,2344.95,2347.5,2347.5,171,808.87,54000,13800,18-NOV-2015,
FUTSTK,BAJAJ-AUTO,28-Jan-2016,0,XX,0,0,0,2458.6,2376.7,0,0,200,0,18-NOV-2015,
FUTSTK,BAJFINANCE,26-Nov-2015,0,XX,5247.95,5310,5195,5278.2,5278.2,535,3504.4,218375,-7000,18-NOV-2015,
FUTSTK,BAJFINANCE,31-Dec-2015,0,XX,5260,5288.8,5229.3,5288.8,5288.8,6,39.35,2875,375,18-NOV-2015,
FUTSTK,BAJFINANCE,28-Jan-2016,0,XX,0,0,0,5367.45,5351.9,0,0,125,0,18-NOV-2015,
FUTSTK,BANKBARODA,26-Nov-2015,0,XX,172.9,173.8,167.75,168.45,168.45,6145,32523.79,42147600,-480500,18-NOV-2015,
FUTSTK,BANKBARODA,31-Dec-2015,0,XX,173.6,174.25,168.4,168.9,168.9,498,2636.99,1605800,198400,18-NOV-2015,
FUTSTK,BANKBARODA,28-Jan-2016,0,XX,172.25,172.9,169,169.35,169.35,9,47.84,65100,3100,18-NOV-2015,
FUTSTK,BANKINDIA,26-Nov-2015,0,XX,131.05,133.15,128.25,128.75,128.75,2617,10261.92,16098000,-63000,18-NOV-2015,
FUTSTK,BANKINDIA,31-Dec-2015,0,XX,132.25,133.55,128.85,129.35,129.35,432,1695.88,1503000,651000,18-NOV-2015,
FUTSTK,BANKINDIA,28-Jan-2016,0,XX,133.5,133.5,131.75,131.75,130.45,3,11.96,60000,6000,18-NOV-2015,
FUTSTK,BATAINDIA,26-Nov-2015,0,XX,467.95,473.7,462.6,470.1,470.1,1235,5802.98,3818000,-9000,18-NOV-2015,
FUTSTK,BATAINDIA,31-Dec-2015,0,XX,458.95,467.9,458.95,464.6,464.6,166,770.66,224000,93000,18-NOV-2015,
FUTSTK,BATAINDIA,28-Jan-2016,0,XX,0,0,0,454.7,483.35,0,0,2000,0,18-NOV-2015,
FUTSTK,BEL,26-Nov-2015,0,XX,1252.4,1257.05,1221.9,1226.95,1226.95,709,3937.44,2369250,17550,18-NOV-2015,
FUTSTK,BEL,31-Dec-2015,0,XX,1235.1,1247,1217.8,1221.35,1221.35,91,502.26,63900,20250,18-NOV-2015,
FUTSTK,BEL,28-Jan-2016,0,XX,1237.2,1237.2,1222.9,1222.95,1248.3,5,27.64,4500,2250,18-NOV-2015,
FUTSTK,BEML,26-Nov-2015,0,XX,1098.15,1103.9,1036.4,1048.05,1048.05,352,1881.29,340000,2500,18-NOV-2015,
FUTSTK,BEML,31-Dec-2015,0,XX,1099.9,1099.9,1042.05,1049.05,1049.05,17,91.13,15000,6000,18-NOV-2015,
FUTSTK,BEML,28-Jan-2016,0,XX,0,0,0,1196.75,1062.85,0,0,0,0,18-NOV-2015,
FUTSTK,BHARATFORG,26-Nov-2015,0,XX,882.95,882.95,841.35,845.4,845.4,4220,18121.99,3232500,-58500,18-NOV-2015,
FUTSTK,BHARATFORG,31-Dec-2015,0,XX,876,881.7,846,849.35,849.35,482,2076.3,314500,109500,18-NOV-2015,
FUTSTK,BHARATFORG,28-Jan-2016,0,XX,878,878,878,878,855.05,1,4.39,1000,500,18-NOV-2015,
FUTSTK,BHARTIARTL,26-Nov-2015,0,XX,336.15,342,332.15,333.8,333.8,4582,18570.25,17060400,-502800,18-NOV-2015,
FUTSTK,BHARTIARTL,31-Dec-2015,0,XX,338.65,343.8,334,335.75,335.75,1117,4546.2,2048400,944400,18-NOV-2015,
FUTSTK,BHARTIARTL,28-Jan-2016,0,XX,343,343,336,337.55,337.55,4,16.26,15600,0,18-NOV-2015,
FUTSTK,BHEL,26-Nov-2015,0,XX,179.5,180.9,173.9,174.65,174.65,5249,18625.45,24404000,810000,18-NOV-2015,
FUTSTK,BHEL,31-Dec-2015,0,XX,179.4,180.65,173.85,174.4,174.4,902,3190.09,2962000,706000,18-NOV-2015,
FUTSTK,BHEL,28-Jan-2016,0,XX,180.1,180.1,174,174.25,174.25,24,84.9,218000,32000,18-NOV-2015,
FUTSTK,BIOCON,26-Nov-2015,0,XX,444.5,452.8,443.8,450.85,450.85,871,4305.53,2531100,-116600,18-NOV-2015,
FUTSTK,BIOCON,31-Dec-2015,0,XX,448.05,455,447.15,453.75,453.75,59,293.26,282700,18700,18-NOV-2015,
FUTSTK,BIOCON,28-Jan-2016,0,XX,457,457,457,457,457,1,5.02,5500,1100,18-NOV-2015,
FUTSTK,BOSCHLTD,26-Nov-2015,0,XX,19329.75,19629.95,19110,19153.9,19153.9,1187,5745.55,112925,-750,18-NOV-2015,
FUTSTK,BOSCHLTD,31-Dec-2015,0,XX,19575.4,19694.45,19223.8,19258.5,19258.5,64,312.26,2425,800,18-NOV-2015,
FUTSTK,BOSCHLTD,28-Jan-2016,0,XX,19442.1,19442.1,19442.1,19442.1,19411.45,1,4.86,0,-25,18-NOV-2015,
FUTSTK,BPCL,26-Nov-2015,0,XX,880.6,890.9,875,885.7,885.7,2855,15160.49,5448000,-130200,18-NOV-2015,
FUTSTK,BPCL,31-Dec-2015,0,XX,883,895.5,880.85,891.1,891.1,160,854.63,162600,15000,18-NOV-2015,
FUTSTK,BPCL,28-Jan-2016,0,XX,895,896.55,895,896.55,896.75,4,21.51,4200,0,18-NOV-2015,
FUTSTK,BRITANNIA,26-Nov-2015,0,XX,2890,2917.6,2855,2868.05,2868.05,1489,8617.8,1462800,-9800,18-NOV-2015,
FUTSTK,BRITANNIA,31-Dec-2015,0,XX,2930,2933.5,2870,2881.35,2881.35,154,893.65,49200,13200,18-NOV-2015,
FUTSTK,BRITANNIA,28-Jan-2016,0,XX,2954.4,2954.4,2954.4,2954.4,2899.65,1,5.9,200,200,18-NOV-2015,
FUTSTK,CADILAHC,26-Nov-2015,0,XX,411.05,412.7,407,408.9,408.9,648,3981.59,2238000,-7500,18-NOV-2015,
FUTSTK,CADILAHC,31-Dec-2015,0,XX,410.5,412.75,408.5,409.95,409.95,73,449.81,291000,31500,18-NOV-2015,
FUTSTK,CADILAHC,28-Jan-2016,0,XX,0,0,0,409.75,413.9,0,0,6000,0,18-NOV-2015,
FUTSTK,CAIRN,26-Nov-2015,0,XX,135.3,137.25,134,134.9,134.9,961,3908.79,8556000,-267000,18-NOV-2015,
FUTSTK,CAIRN,31-Dec-2015,0,XX,136.15,137.45,135,135.4,135.4,157,640.54,672000,195000,18-NOV-2015,
FUTSTK,CAIRN,28-Jan-2016,0,XX,137.15,137.15,137.1,137.1,136.65,2,8.22,42000,6000,18-NOV-2015,
FUTSTK,CANBK,26-Nov-2015,0,XX,276.75,279.7,268.55,270.05,270.05,3578,19649.76,10060000,-68000,18-NOV-2015,
FUTSTK,CANBK,31-Dec-2015,0,XX,278,280.7,269.8,271.45,271.45,255,1401.32,712000,284000,18-NOV-2015,
FUTSTK,CANBK,28-Jan-2016,0,XX,275.1,275.1,275,275,273.55,2,11,8000,4000,18-NOV-2015,
FUTSTK,CASTROLIND,26-Nov-2015,0,XX,443.5,444.9,439,439.85,439.85,104,504.2,1292500,-24200,18-NOV-2015,
FUTSTK,CASTROLIND,31-Dec-2015,0,XX,443.55,443.9,441.85,441.85,441.85,7,34.06,23100,6600,18-NOV-2015,
FUTSTK,CASTROLIND,28-Jan-2016,0,XX,0,0,0,467.8,445.9,0,0,0,0,18-NOV-2015,
FUTSTK,CEATLTD,26-Nov-2015,0,XX,1056.8,1080.4,1035.25,1043.85,1043.85,4992,37119.11,1974700,-113400,18-NOV-2015,
FUTSTK,CEATLTD,31-Dec-2015,0,XX,1062.5,1083,1040,1046.3,1046.3,233,1736.2,66500,33600,18-NOV-2015,
FUTSTK,CEATLTD,28-Jan-2016,0,XX,0,0,0,1135,1058.1,0,0,0,0,18-NOV-2015,
FUTSTK,CENTURYTEX,26-Nov-2015,0,XX,564.9,571,547.1,548.9,548.9,4849,21660.67,7401600,-220800,18-NOV-2015,
FUTSTK,CENTURYTEX,31-Dec-2015,0,XX,565.25,574.4,550.55,552.3,552.3,296,1326.78,158400,60800,18-NOV-2015,
FUTSTK,CENTURYTEX,28-Jan-2016,0,XX,0,0,0,558.55,556.8,0,0,0,0,18-NOV-2015,
FUTSTK,CESC,26-Nov-2015,0,XX,545.95,553.4,539.6,543.1,543.1,1094,5984.39,2597000,-72000,18-NOV-2015,
FUTSTK,CESC,31-Dec-2015,0,XX,548,554,544,548.55,548.55,26,142.57,42000,5000,18-NOV-2015,
FUTSTK,CESC,28-Jan-2016,0,XX,0,0,0,594.95,548.6,0,0,0,0,18-NOV-2015,
FUTSTK,CIPLA,26-Nov-2015,0,XX,637.55,643,627.9,630,630,3376,17189.75,7643200,-272000,18-NOV-2015,
FUTSTK,CIPLA,31-Dec-2015,0,XX,640,646,631.55,633.45,633.45,338,1728.35,328800,93600,18-NOV-2015,
FUTSTK,CIPLA,28-Jan-2016,0,XX,0,0,0,704.4,638.85,0,0,0,0,18-NOV-2015,
FUTSTK,COALINDIA,26-Nov-2015,0,XX,332.75,339.7,325.65,334.45,334.45,10482,41976.86,13586400,-56400,18-NOV-2015,
FUTSTK,COALINDIA,31-Dec-2015,0,XX,334,341,326.5,334.95,334.95,1593,6361.26,1162800,274800,18-NOV-2015,
FUTSTK,COALINDIA,28-Jan-2016,0,XX,335.35,336.45,326.5,332.15,332.15,31,123.53,222000,3600,18-NOV-2015,
FUTSTK,COLPAL,26-Nov-2015,0,XX,951,954.5,945.6,947.05,947.05,345,1636.51,1699500,-26000,18-NOV-2015,
FUTSTK,COLPAL,31-Dec-2015,0,XX,947.5,948.8,939.4,940.95,940.95,88,414.55,67500,30000,18-NOV-2015,
FUTSTK,COLPAL,28-Jan-2016,0,XX,0,0,0,993.45,958.6,0,0,0,0,18-NOV-2015,
FUTSTK,CROMPGREAV,26-Nov-2015,0,XX,172.35,175.6,170.25,173.15,173.15,1083,5629.61,13134000,0,18-NOV-2015,
FUTSTK,CROMPGREAV,31-Dec-2015,0,XX,172.3,174.65,170,172.25,172.25,123,635.73,660000,114000,18-NOV-2015,
FUTSTK,CROMPGREAV,28-Jan-2016,0,XX,171.5,171.5,171.5,171.5,176.15,1,5.14,9000,3000,18-NOV-2015,
FUTSTK,DABUR,26-Nov-2015,0,XX,266.95,269.9,265.3,268.95,268.95,1109,5949.59,2844000,-508000,18-NOV-2015,
FUTSTK,DABUR,31-Dec-2015,0,XX,269,271.85,267.95,270.5,270.5,28,150.95,156000,14000,18-NOV-2015,
FUTSTK,DABUR,28-Jan-2016,0,XX,0,0,0,277.5,272.95,0,0,0,0,18-NOV-2015,
FUTSTK,DHFL,26-Nov-2015,0,XX,215.95,218.1,210.3,210.9,210.9,840,3969.21,6201800,116600,18-NOV-2015,
FUTSTK,DHFL,31-Dec-2015,0,XX,217.05,219,211.55,211.9,211.9,73,346.29,369600,85800,18-NOV-2015,
FUTSTK,DHFL,28-Jan-2016,0,XX,0,0,0,230.95,213.8,0,0,0,0,18-NOV-2015,
FUTSTK,DISHTV,26-Nov-2015,0,XX,103.9,104.4,102.15,102.35,102.35,1788,9237.51,37100000,-660000,18-NOV-2015,
FUTSTK,DISHTV,31-Dec-2015,0,XX,104.55,104.85,102.8,102.95,102.95,153,794.24,1120000,380000,18-NOV-2015,
FUTSTK,DISHTV,28-Jan-2016,0,XX,0,0,0,104.25,103.65,0,0,0,0,18-NOV-2015,
FUTSTK,DIVISLAB,26-Nov-2015,0,XX,1124,1140.85,1124,1134.35,1134.35,1035,7037.37,2433000,-77400,18-NOV-2015,
FUTSTK,DIVISLAB,31-Dec-2015,0,XX,1140.95,1144,1132.2,1137.35,1137.35,100,682,82800,24600,18-NOV-2015,
FUTSTK,DIVISLAB,28-Jan-2016,0,XX,0,0,0,1141.05,1148.6,0,0,4200,0,18-NOV-2015,
FUTSTK,DLF,26-Nov-2015,0,XX,111.8,112.3,105.75,106.6,106.6,5908,32296.7,44980000,-300000,18-NOV-2015,
FUTSTK,DLF,31-Dec-2015,0,XX,112.3,112.5,106,106.95,106.95,861,4688.17,4215000,1500000,18-NOV-2015,
FUTSTK,DLF,28-Jan-2016,0,XX,111.15,111.15,107,107.5,107.5,11,59.69,105000,30000,18-NOV-2015,
FUTSTK,DRREDDY,26-Nov-2015,0,XX,3420.05,3443.95,3365.55,3374.25,3374.25,6888,35053.06,1800300,31200,18-NOV-2015,
FUTSTK,DRREDDY,31-Dec-2015,0,XX,3430,3461.5,3388,3393.7,3393.7,576,2947.33,178650,33000,18-NOV-2015,
FUTSTK,DRREDDY,28-Jan-2016,0,XX,3450,3450,3408.15,3410,3410,9,46.33,6450,750,18-NOV-2015,
FUTSTK,EICHERMOT,26-Nov-2015,0,XX,15600,16004,15532.95,15891.2,15891.2,5332,21121.5,300750,-13550,18-NOV-2015,
FUTSTK,EICHERMOT,31-Dec-2015,0,XX,15659.15,16094.85,15659.15,15975.35,15975.35,285,1135.81,11050,1100,18-NOV-2015,
FUTSTK,EICHERMOT,28-Jan-2016,0,XX,0,0,0,15700,16112.9,0,0,375,0,18-NOV-2015,
FUTSTK,ENGINERSIN,26-Nov-2015,0,XX,195.15,196.7,191.25,192,192,380,1627.71,1555400,-94600,18-NOV-2015,
FUTSTK,ENGINERSIN,31-Dec-2015,0,XX,196.8,196.8,193.1,193.3,193.3,8,34.15,22000,15400,18-NOV-2015,
FUTSTK,ENGINERSIN,28-Jan-2016,0,XX,0,0,0,203.9,194.35,0,0,0,0,18-NOV-2015,
FUTSTK,EXIDEIND,26-Nov-2015,0,XX,147,148.95,146.45,147,147,405,2032.01,7065200,-54400,18-NOV-2015,
FUTSTK,EXIDEIND,31-Dec-2015,0,XX,147.35,148,145.8,146.25,146.25,81,404.42,336600,64600,18-NOV-2015,
FUTSTK,EXIDEIND,28-Jan-2016,0,XX,0,0,0,158.95,149.45,0,0,0,0,18-NOV-2015,
FUTSTK,FEDERALBNK,26-Nov-2015,0,XX,56.95,57.85,55.1,55.55,55.55,988,4484.91,24288000,-104000,18-NOV-2015,
FUTSTK,FEDERALBNK,31-Dec-2015,0,XX,57.05,57.95,55.4,55.7,55.7,76,344.52,1792000,80000,18-NOV-2015,
FUTSTK,FEDERALBNK,28-Jan-2016,0,XX,0,0,0,55.5,56.35,0,0,80000,0,18-NOV-2015,
FUTSTK,GAIL,26-Nov-2015,0,XX,305.05,310.85,303.25,306.25,306.25,3631,15657.65,9865800,-16800,18-NOV-2015,
FUTSTK,GAIL,31-Dec-2015,0,XX,303,309.95,302.75,304.95,304.95,1084,4659.29,1894200,847000,18-NOV-2015,
FUTSTK,GAIL,28-Jan-2016,0,XX,308.2,308.2,304.5,304.55,304.55,51,218.42,138600,50400,18-NOV-2015,
FUTSTK,GLENMARK,26-Nov-2015,0,XX,965.15,984,965.15,979.55,979.55,2121,10380.19,3532500,-15500,18-NOV-2015,
FUTSTK,GLENMARK,31-Dec-2015,0,XX,976.65,988.65,976.5,985.5,985.5,168,826.29,131500,37500,18-NOV-2015,
FUTSTK,GLENMARK,28-Jan-2016,0,XX,0,0,0,974.2,994.15,0,0,3000,0,18-NOV-2015,
